32.078,19.891,16.583,20.309,25.228,23.709,4.6677,5.6401,50.671,16.498,4.0007,4.851,24.838,13.413,7.3875,5.4322,71.727,28.743,18.969,33.029,10.785,67.434,8.2908,38.56,29.95,69.132,44.366,72.864,32.548,46.517,24.373,24.373
31.679,19.596,16.22,20.063,25.077,23.352,4.6565,5.5206,50.051,16.35,4.0004,4.8156,24.351,13.058,7.3456,5.3709,71.358,28.52,19.102,32.928,10.705,67.039,8.1943,38.966,29.644,68.874,44.185,72.687,32.505,46.181,24.157,24.157
31.285,19.317,15.862,19.826,24.926,23,4.6451,5.4038,49.436,16.204,4.0002,4.7824,23.877,12.709,7.3041,5.3111,70.99,28.3,19.226,32.833,10.616,66.645,8.0874,39.362,29.343,68.63,43.994,72.516,32.433,45.852,23.942,23.942
30.896,19.055,15.51,19.596,24.777,22.652,4.6337,5.2774,48.825,16.061,4,4.7514,23.415,12.366,7.263,5.2526,70.622,28.083,19.341,32.745,10.518,66.254,7.9698,39.748,29.047,68.402,43.794,72.351,32.331,45.529,23.729,23.729
30.513,18.811,15.162,19.375,24.628,22.308,4.6222,5.2278,48.218,15.92,3.9997,4.7225,22.966,12.028,7.2222,5.1957,70.253,27.868,19.446,32.663,10.412,65.865,7.841,40.125,28.756,68.189,43.583,72.193,32.198,45.214,23.518,23.518
30.136,18.585,14.819,19.161,24.479,21.968,4.6106,5.18,47.615,15.782,3.9995,4.6956,22.528,11.697,7.1818,5.1401,69.885,27.656,19.541,32.587,10.295,65.478,7.7008,40.492,28.469,67.995,43.363,72.041,32.032,44.905,23.308,23.308
29.763,18.377,14.481,18.955,24.332,21.633,4.5989,5.1339,47.017,15.646,3.9993,4.6705,22.103,11.37,7.1418,5.0861,69.517,27.447,19.625,32.518,10.17,65.093,7.5487,40.85,28.187,67.818,43.134,71.895,31.832,44.602,23.099,23.099
29.396,18.185,14.149,18.756,24.185,21.302,4.5872,5.0894,46.548,15.513,3.9991,4.6473,21.689,11.05,7.1021,5.0307,69.149,27.24,19.699,32.455,10.034,64.711,7.3844,41.198,27.91,67.661,42.896,71.754,31.596,44.306,22.893,22.893
29.033,18.005,13.821,18.564,24.038,20.976,4.5754,5.0467,45.785,15.381,3.9989,4.6259,21.287,10.735,7.0629,4.9846,68.782,27.036,19.76,32.397,9.8884,64.331,7.2075,41.537,27.637,67.525,42.649,71.619,31.324,44.016,22.687,22.687
28.676,17.835,13.499,18.38,23.892,20.653,4.5636,5.0055,45.031,15.253,3.9987,4.606,20.897,10.426,7.024,4.9401,68.414,26.834,19.811,32.345,9.7321,63.954,7.0177,41.867,27.369,67.41,42.394,71.49,31.015,43.732,22.484,22.484
28.324,17.673,13.181,18.203,23.747,20.335,4.5517,4.966,44.286,15.127,3.9985,4.5878,20.517,10.123,6.9854,4.897,68.047,26.635,19.848,32.298,9.5651,63.578,6.8144,42.188,27.104,67.317,42.131,71.365,30.666,43.454,22.281,22.281
27.977,17.514,12.869,18.032,23.603,20.021,4.5398,4.928,43.551,15.003,3.9983,4.5711,20.148,9.8257,6.9473,4.8553,67.679,26.438,19.873,32.257,9.3871,63.205,6.598,42.5,26.845,67.249,41.859,71.246,30.277,43.182,22.081,22.081
27.635,17.359,12.561,17.868,23.459,19.712,4.5278,4.8916,42.824,14.881,3.9981,4.5557,19.791,9.534,6.9095,4.815,67.312,26.244,19.885,32.22,9.1977,62.834,6.3728,42.803,26.589,67.205,41.58,71.131,29.847,42.916,21.882,21.882
27.298,17.206,12.259,17.711,23.316,19.406,4.5158,4.8566,42.106,14.761,3.9979,4.5417,19.443,9.2479,6.872,4.776,66.946,26.052,19.884,32.188,8.9968,62.465,6.1452,43.097,26.338,67.187,41.294,71.021,29.373,42.656,21.684,21.684
26.965,17.056,11.962,17.56,23.174,19.105,4.5038,4.8231,41.396,14.644,3.9977,4.5289,19.106,8.9676,6.835,4.7385,66.58,25.862,19.868,32.161,8.7839,62.099,5.9216,43.382,26.091,67.196,41,70.915,28.856,42.401,21.488,21.488
26.638,16.909,11.669,17.415,23.032,18.808,4.4918,4.791,40.696,14.529,3.9975,4.5173,18.78,8.693,6.7983,4.7022,66.214,25.675,19.838,32.139,8.5606,61.734,5.7084,43.659,25.848,67.233,40.7,70.814,28.293,42.151,21.294,21.294
26.315,16.764,11.382,17.277,22.891,18.516,4.4797,4.7603,40.005,14.416,3.9974,4.5068,18.463,8.4242,6.762,4.6673,65.848,25.49,19.793,32.12,8.3329,61.372,5.5121,43.927,25.609,67.298,40.392,70.716,27.684,41.907,21.101,21.101
25.997,16.621,11.1,17.144,22.751,18.228,4.4677,4.731,39.322,14.306,3.9972,4.4972,18.156,8.161,6.7248,4.6336,65.483,25.307,19.733,32.106,8.1079,61.012,5.3359,44.186,25.374,67.394,40.079,70.623,27.027,41.668,20.91,20.91
25.684,16.481,10.823,17.017,22.611,17.944,4.4556,4.703,38.648,14.197,3.997,4.4886,17.859,7.9036,6.6954,4.6012,65.118,25.127,19.657,32.096,7.8928,60.655,5.1791,44.437,25.143,67.521,39.759,70.533,26.321,41.435,20.72,20.72
